legacy_url,route_class,disposition,target_url,outcome_verified,http_status,notes
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-customer-erd%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-documentation%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-documentation%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-erd%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-erd%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-governance-and-quotas%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-governance-and-quotas%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-october-updates%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-october-updates%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-the-22-7-release%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-cloud-the-22-7-release%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-the-22-5-release%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-the-22-5-release%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-the-22-6-release%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-b2c-commerce-the-22-6-release%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-connections-2024-and-sfcc%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-connections-2024-and-sfcc%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-payments-experience-explained%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsalesforce-payments-experience-explained%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsecure-coding-in-salesforce-b2c-commerce-cloud%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsecure-coding-in-salesforce-b2c-commerce-cloud%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsending-emails-from-sfcc%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsending-emails-from-sfcc%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fserver-side-performance-in-sfcc%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fserver-side-performance-in-sfcc%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsfcc-24-1-release-a-new-year-update%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsfcc-24-1-release-a-new-year-update%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsfcc-basket-order-erd%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsfcc-basket-order-erd%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsfcc-introduction%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsfcc-introduction%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fshould-i-get-javascript-developer-i-certified%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fshould-i-get-javascript-developer-i-certified%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fshould-i-use-sfra-rest-endpoints-in-a-composable-storefront%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fshould-i-use-sfra-rest-endpoints-in-a-composable-storefront%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsimplifying-the-salesforce-order-of-execution%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsimplifying-the-salesforce-order-of-execution%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsitegenesis-vs-sfra-vs-pwa%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fsitegenesis-vs-sfra-vs-pwa%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fslas-in-sfra-or-sitegenesis%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fslas-in-sfra-or-sitegenesis%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fslicing-versus-variation-groups-in-sfcc%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fslicing-versus-variation-groups-in-sfcc%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fstorefront-protection-in-the-pwa-kit%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fstorefront-protection-in-the-pwa-kit%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fswc-and-storybook-error-failed-to-load-native-binding%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fswc-and-storybook-error-failed-to-load-native-binding%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Ftaming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Ftaming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-attribute-fallback-system-in-sfcc%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-attribute-fallback-system-in-sfcc%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-b2c-commerce-architect-certification%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-b2c-commerce-architect-certification%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-deprecation-of-the-uuid-token-for-api-clients%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-deprecation-of-the-uuid-token-for-api-clients%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-importance-of-origin-shielding%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-importance-of-origin-shielding%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-journey-from-developer-to-architect%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-journey-from-developer-to-architect%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-latest-in-sfcc-version-24-7%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-latest-in-sfcc-version-24-7%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-move-from-on-site-to-remote%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-move-from-on-site-to-remote%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-path-to-being-an-architect%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-path-to-being-an-architect%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-realm-split-field-guide-to-migrating-an-sfcc-site%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-realm-split-field-guide-to-migrating-an-sfcc-site%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-salesforce-b2c-commerce-cloud-environment%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-salesforce-b2c-commerce-cloud-environment%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-sfcc-guide-to-finding-pod-numbers%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthe-sfcc-guide-to-finding-pod-numbers%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthird-party-api-caching-in-commerce-cloud%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthird-party-api-caching-in-commerce-cloud%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthree-things-to-secure-sfcc%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fthree-things-to-secure-sfcc%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Funderstanding-locale-fallback-in-sfcc%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Funderstanding-locale-fallback-in-sfcc%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Funderstanding-sfcc-instances%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Funderstanding-sfcc-instances%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fvideo%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fvideo%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-can-i-use-chatgpt-for-when-working-with-salesforce%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-can-i-use-chatgpt-for-when-working-with-salesforce%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-commerce-on-core%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-commerce-on-core%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-new-in-sfcc-24-6%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-new-in-sfcc-24-6%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-oci-omnichannel-inventory%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-oci-omnichannel-inventory%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-the-ocapi-session-bridge%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-the-ocapi-session-bridge%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-the-sfcc-managed-runtime%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-is-the-sfcc-managed-runtime%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-skills-do-i-need-as-a-sfcc-architect%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhat-skills-do-i-need-as-a-sfcc-architect%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhere-is-the-new-sfcc-documentation%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhere-is-the-new-sfcc-documentation%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhere-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhere-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhy-circumventing-sfcc-quota-limits-is-a-bad-idea%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fwhy-circumventing-sfcc-quota-limits-is-a-bad-idea%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fyour-definitive-mobile-app-checklist%2F,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/oembed/1.0/embed/?url=https%3A%2F%2Fwww.rhino-inquisitor.com%2Fyour-definitive-mobile-app-checklist%2F&,system,retire,,yes,404,"Policy-verified Model A retire route; the underlying path is not published in the production artifact, so the query variant falls through to not-found."
/wp-json/wp/v2/categories/1/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/100/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/11/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/12/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/13/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/28/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/40/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/42/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/45/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/wp-json/wp/v2/categories/69/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
